blob_sha	source_scope	disposition_document	publication
40474caf1847b37a026d79c219178439262e4d28	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
4453e87a4f42968f99c3429968c8a926ba2fc495	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
4a11f47c3b6e8d7c6fc57a51e8263336be2b9f9f	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
4c7789e29d050dd8e916fdffa4b05a2b37a0005d	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
4e654f582b95b4de845a032396d3cfc722f19c96	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
512486f4860d690bd5537d33e6ce67e7d799dd9a	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
524a80451c6b9ee838f0c26b5fd7b03539cf430a	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
548d92cf0375125d301c3b64af5ca7c72a4c204d	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
78213ed2f4abbc2a6c670f2dbb522bf4177146b1	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
7ffb3828113e02732d4fab4e34b3055cce963740	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
821bece16234006fecfc6abed190ea64c6512bea	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
8f68d14275231040748c204165f87f5d96a0c2dc	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
9f3a5fe3b83f976e04b2feff4454c73fe34da327	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
aa6b1860b522e4c409c0f8fe914d8603f6fdcced	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
ad17be61e2cfcb3144bf5f5461652c291fb6f836	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
af67a99421c2e0dc2824556184fa262ad89d33d8	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
af893f2a6ece65d1a1ed4fc6324872d71b97bc43	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
b698c1460dd32a4399a4536a6bc0a1b199da9bfd	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
bf2655dbf625adea2a94f89141d2b73cf7761ca5	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
c32480c336f9493bc9aa7659ea106551258e5d3a	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
c4112714332f78b806c916a1083d5269d4c5e91f	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
d2c7db199c69f4ed055c7fe4a2c6e11ac2b8f47f	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
d497c98f5634f70aca0080815600ef712591c0dd	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
df9fbb35554a4798641638cdb369e55067f386a7	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
e61cd7ea31d6af20be8c9ae4ad97141fde8dcfdc	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
e7337620472e7b82108451c1418ae87194966d46	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
f3da21477679867aa5a756f1415e7d297c265469	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
f9d840f938abb81f68c5a051df2abcf0be1ba1a6	plugin authoring historical lineage	2026-07-23-historical-plugin-authoring-lineage-recovery.md	codex/historical-recovery-unit3b-plugin-authoring
