blob_sha	source_scope	disposition_document	publication
3af64a2f063c0fa31859319efe0cbe4525f674e3	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
3ca162b33852dcc23f910ab7843560e858ce72a6	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
4d73f5f2a0cecb1dac09084382cfba13e7564886	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
4da2cd4c9fb990149c03b3a2fcf231557933032d	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
4ecefc6099fa809ca51b84b1d35d1d6b4c463188	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
53b35f07a1bfca7dc5f360f40d4aac03728db10c	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
5a64f1e57d7baa30719aba1dbf9d01501b32a26e	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
5e3e2a5bb8a36dd5e6222c66c0a54177c264b70c	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
67540ed985f7bdf68b52de849a86c301cae616a2	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
67cd219d22b979f8ec9fe7b20452137e19c32f36	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
7a99ec0b539e1a3e064fae96e92661bb7749f4f0	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
8dc2174547bc243d1f2973733b65b486e54f4720	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
8f7c3e320f8b2bbb3be3298a323d52604ce6eeca	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
8f7d76411137b1fe05a6505f140d726492e26359	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
9e299a0328334af6f54325867fda90aecd931bbb	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
a3aeeb929e5a2d639e6ad0d7c55e9cc194a8226a	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
a5a37655dfd9cdb803d692c3c9542a69bd56ce06	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
abc0428646c1d02140260c643a376fedb5c8288c	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
b0696da29c10cd9cf8679ecc3b70f2fce76b0737	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
b1fe59d3cc01ccf34ef8497e0f9fa6aed2b43c1a	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
bd8ae73da387089ddeb72084c3f514187682b429	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
c85a10c68d7f721eee3a9a8e386ceaf9df4b5c34	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
c9e93eb495cda3482c5959e8907837253d20b5a7	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
d70bbb1997ff0dfa98ea7a252b266e3e15623469	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
da5117847317d7f9b4632931993866d168206d35	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
de7a29e640b617f76838783048ce9f2be7abd759	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
df40f34bce6fa7fb356c85df7e46b8df1a0e0a4f	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
e2f2fad9c94036cee8b26924d0f6266893da5aa2	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
f015a44f48a27510af4d7474f2765cc9a0ba007f	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
fb289c1dd249ecfcb313f1ccad515ace2ee150f8	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
fe819f77ba19d9aedbf0ee3e90439da68bb5aca9	M2 entry gate lineage	2026-07-23-historical-m2-entry-gate-lineage-recovery.md	codex/historical-recovery-unit4f-m2-entry-gate
