#axis: A10 予告
#question: hover・カーソル・中間表示が在るか(無反応ゼロ、Q0/Q3)
#verdicts: 予告あり|hoverのみ|カーソルのみ|何も無い|触れそうだが機能しない(Q0違反)
#sweep: grep -rn "on_press(" next/ui next/shell --include='*.rs' | grep -v /tests/   (38件、GESTURES.md §0 と同数)
#sweep: grep -rln "mouse_area(" next/ui next/shell --include='*.rs' | grep -v /tests/   (4ファイル: browser-pane lib.rs/state.rs, timeline-pane rail.rs, inspector-pane chrome.rs)
#sweep: grep -rln "pick_list(" next/ui next/shell --include='*.rs' | grep -v /tests/   (3ファイル: inspector-pane matte.rs/link.rs/text.rs。shell/lib.rs のヒットはコメントのみ)
#sweep: grep -rn "Interaction::" next/ui next/shell --include='*.rs' | grep -v /tests/   (62件、GESTURES.md §0 と同数)
#sweep: grep -rln "Status::Hovered\|button::Status" next/ui next/shell --include='*.rs' | grep -v /tests/   (13ファイル。browser-pane/export-pane/timeline-pane transport.rs/menubar/settings-pane chrome.rs/stage-pane(2)/inspector-pane(2)/shell/lib.rs)
#sweep: grep -n "Status::Hovered\|button::Status" next/ui/motolii-inspector-pane/src/effects.rs next/ui/motolii-timeline-pane/src/rail.rs   (空振り = 両方とも独自hoverスタイルを持たない)
#sweep: awk -F'\t' '$1==1441||$1==1442||$1==1490||$1==1491{print $1,$3}' next/reference/normal-map.tsv   (Zoom In/Out/to 100%/to fit の4行実在確認)
#sweep: grep -n "zoom_step\|NamedZoomLevel" next/shell/motolii-shell/src/lib.rs   (空振り = 呼び手が無い)
axis	map_id	対象	判定	証拠	穴	責任
A10	-	Loop帯(作業範囲) body/edge drag(ruler.rs/work_area.rs::dragged_area)	カーソルのみ	Interaction::ResizeHorizontal(端)/Grab(本体)。hover変化未確認	穴	next/ui/motolii-timeline-pane/src/work_area.rs
A10	-	Transport 再生/停止ボタン(transport.rs::transport_button)	hoverのみ	transport.rsはStatus::Hovered配線ありのファイル群に含まれる。カーソルは既定(Pointer相当)	-	next/ui/motolii-timeline-pane/src/transport.rs
A10	-	マーカー/ロケータ ドラッグ(markers.rs::MarkerDrag::dragged)	カーソルのみ	Interaction::Grabbing。hover変化はmarkers.rsでgrep未確認	穴	next/ui/motolii-timeline-pane/src/markers.rs
A10	-	メニュー項目(shortcut: Some、menu.rs)	hoverのみ	motolii-menubar配下(vendored/style/menu_bar.rs, status.rs)がStatus::Hovered配線群に含まれる。カーソルは既定	-	next/ui/motolii-menubar/src/vendored/style/menu_bar.rs
A10	-	メニュー項目(shortcut: None、menu.rs)	hoverのみ	同上menubar。「飾りshortcut禁止」規律はあるがhover自体は共通	-	next/ui/motolii-menubar/src/vendored/style/menu_bar.rs
A10	-	Stage gizmo move(gizmo.rs::move_value)	カーソルのみ	Interaction::Grabbing。hover変化はgizmo.rsでgrep未確認	穴	next/ui/motolii-stage-pane/src/gizmo.rs
A10	-	Stage gizmo scale(gizmo.rs::scale_value)	カーソルのみ	Interaction::Grabbing/ResizeHorizontal系(角・辺で分岐)。中間表示(数値readout)はGESTURES.mdに記述なし=未確認	穴	next/ui/motolii-stage-pane/src/gizmo.rs
A10	-	Stage gizmo rotate(gizmo.rs::rotation_value)	カーソルのみ	Interaction::Crosshair(回転ハンドル)。角度readoutの中間表示は未確認	穴	next/ui/motolii-stage-pane/src/gizmo.rs
A10	-	Stage gizmo anchor drag(gizmo.rs、pan-behind型)	カーソルのみ	Interaction::Crosshair	穴	next/ui/motolii-stage-pane/src/gizmo.rs
A10	-	Stage 矩形選択(marquee.rs::apply_selection)	カーソルのみ	Interaction::Crosshair(marquee.rs:523)。マーキー矩形自体の描画は中間表示に相当するが、hover(選択前)の予告は無い	-	next/ui/motolii-stage-pane/src/marquee.rs
A10	-	Stage ズーム(wheel、zoom_at_screen_point)	予告あり	2026-08-23 E-4検分: 764f8306/00c1d692 で既に配線済みと判明(本行は旧調査時点の観測、TSV記載が先行実装に追いついていなかった)。WheelScrolled は StageOverlay::update が捕捉・publish 済み(lib.rs:593-598)。カーソルは意図的に常時変化なし(module doc: 常時Grabを出すとchromeのhover色と誤読される)	-	next/ui/motolii-stage-pane/src/lib.rs
A10	1441	Zoom In(メニュー/呼び手)	触れそうだが機能しない(Q0違反)	normal-map.tsv id=1441「Zoom In」実在。zoom_step/NamedZoomLevelはpure関数実装済みだが`grep -rn "zoom_step|NamedZoomLevel" next/shell/src`空振り=呼び手が無い(GESTURES.md該当行と同一事実)	-	next/shell/motolii-shell/src/lib.rs
A10	1442	Zoom Out(メニュー/呼び手)	触れそうだが機能しない(Q0違反)	同上、id=1442	-	next/shell/motolii-shell/src/lib.rs
A10	1490	Zoom to 100%(メニュー/呼び手)	触れそうだが機能しない(Q0違反)	同上、id=1490	穴	next/shell/motolii-shell/src/lib.rs
A10	1491	Zoom to fit(メニュー/呼び手)	触れそうだが機能しない(Q0違反)	同上、id=1491	-	next/shell/motolii-shell/src/lib.rs
A10	-	Stage パン(Middle-drag、lib.rs:599/615)	予告あり	2026-08-23 E-4検分: 764f8306/00c1d692 で既に配線済みと判明(本行は旧調査時点の観測)。ButtonPressed(Middle)/CursorMoved/ButtonReleased を StageOverlay::update が捕捉・publish 済み、ドラッグ中は mouse_interaction が Interaction::Grabbing を返す(lib.rs:664-674)	-	next/ui/motolii-stage-pane/src/lib.rs
A10	-	Browser カード ダブルクリック(Message::CreateFromCard)	hoverのみ	browser-pane(lib.rs/state.rs)はStatus::Hovered配線群に含まれる。カーソルは既定	-	next/ui/motolii-browser-pane/src/lib.rs
A10	-	pane_grid 境界ドラッグ(iced標準、PaneGrid::spacing+ResizeEvent)	カーソルのみ	ResizeHorizontal/Vertical相当(iced既定、GESTURES.md §2)。アプリ側の独自hoverスタイルは配線なし	-	next/shell/motolii-shell/src/lib.rs
A10	-	pane_grid 題帯ドラッグ(pane_title_bar、Draggable)	カーソルのみ	Interaction::Grab(content.rs::grid_interaction、追加配線なしで効く)。hover視覚変化は未確認	-	next/shell/motolii-shell/src/lib.rs
A10	-	Inspector LINK/MATTE/font pick_list選択(link.rs/matte.rs/text.rs)	何も無い	既定カーソル(GESTURES.md)。3ファイルともStatus::Hovered/Interactionのgrepに未ヒット=独自のhover予告なし(iced標準pick_listの既定描画に依存)	穴	next/ui/motolii-inspector-pane/src/link.rs
A10	-	効果 追加/削除/並べ替え/bypass(effects.rs)	何も無い	effects.rsはStatus::Hoveredのgrepに未ヒット(空振り確認済み)。カーソルも既定	穴	next/ui/motolii-inspector-pane/src/effects.rs
A10	-	Mask/Matte/Blend の巡回ボタン(CycleMaskMode/CycleMatteMode/CycleBlendMode)	hoverのみ	chrome.rs配下でStatus::Hovered配線群に含まれる(推定、巡回系はchrome.rs同居)。カーソルは既定	-	next/ui/motolii-inspector-pane/src/chrome.rs
