#axis: A03 時間
#question: その値は時間軸に乗るか(Inspector 以外の全 pane へ拡張。裁定214/213 の境界を適用)
#verdicts: 乗っている|乗っていない|乗るべきでない
#boundary: 裁定214(2026-08-23 修正版)「出力に現れるか」— 最終フレームの画素/尺/合成に影響するなら property(乗る/乗るべき)、影響しないなら identity・viewer・session(乗るべきでない)。加算(裁定213)可否は別問題
#sweep: cat docs/reviews/2026-08-23-inspector-time-axis-audit.md (Inspector 分の転記元)
#sweep: grep -n "pub struct LayerAttrs" -A 20 next/core/motolii-store/src/attrs.rs
#sweep: grep -n "pub struct Composition" -A 15 next/core/motolii-store/src/lib.rs
#sweep: grep -n "pub struct LayerTiming" -A 12 next/core/motolii-store/src/lib.rs
#sweep: grep -n "pub struct Marker" -A 10 next/core/motolii-store/src/marker.rs
#sweep: grep -n "pub struct AssetListItem" -A 15 next/ui/motolii-browser-pane/src/model.rs
#sweep: grep -n "pub struct EffectInstance\|enabled" next/core/motolii-store/src/effect.rs
#sweep: grep -n "enabled\|EffectEnabled\|KeyRow::EffectEnabled" next/ui/motolii-inspector-pane/src/effects.rs
#sweep: grep -n "ViewTab\|ResolutionCap\|ChannelDisplay\|Checkerboard\|ObservationCamera" next/ui/motolii-stage-pane/src/viewer_bar.rs next/ui/motolii-stage-pane/src/zoom.rs
#sweep: grep -n "work_area\|loop_enabled" next/ui/motolii-timeline-pane/src/write.rs next/ui/motolii-timeline-pane/src/lib.rs
#sweep: grep -n "CompField::\|composition.width\|composition.height\|composition.fps\|duration_frames" next/ui/motolii-settings-pane/src/sections.rs
#sweep: grep -n "AutoSaveConfig\|AutoSaveField" next/ui/motolii-settings-pane/src/sections.rs
#sweep: grep -n "solo\|locked" next/core/motolii-store/src/attrs.rs
#sweep: grep -inP "\tSolo\b|\tLock\b|Composition Settings|Auto.?Save|Zoom In|Zoom Out|colorized red" next/reference/normal-map.tsv
axis	map_id	対象	判定	証拠	穴	責任
A03	-	Justify(TEXT)	乗っている	`PropertyId::text_justify()`(text.rs:634)。A-1b(2026-08-23, コミットda8d0d84)が `resolved_text_document` で評価側を消費済み(tsv 記帳漏れ、副監督A訂正)	-	-
A03	-	Fill Color(TEXT)	乗っている	`PropertyId::text_style_fill_color`(text.rs:618)。A-1b が `resolved_text_document` で評価側を消費済み(tsv 記帳漏れ、副監督A訂正)	-	-
A03	-	Stroke Color(TEXT)	乗っている	`PropertyId::text_style_stroke_color`(text.rs:623)。A-1b が `resolved_text_document` で評価側を消費済み(tsv 記帳漏れ、副監督A訂正)	-	-
A03	-	Link 元(source layer+property、LINK)	乗っていない	`PropertySource::Link`。裁定214 修正版「参照先が変われば画素が変わる=property、LayerId は Hold」。まだ `Intent::SetPropertyLink` 丸ごと差し替えのみ	穴	next/ui/motolii-inspector-pane/src/link.rs
A03	-	Kind ラベル(solid/media/text/…、chrome)	乗るべきでない	`LayerSource` variant から導出、読み取り専用・種別表示のみ	-	-
A03	-	Timeline rail Hidden(M glyph)	乗っていない	同一 field(`LayerAttrs.hidden`、上記 Inspector 行と同根)を Timeline rail が別 widget で描画(`next/ui/motolii-timeline-pane/src/rail.rs:357`、`Glyph::Mute => Message::ToggleMute`)。穴の実体は1つ(二重計上しない、下記穴カウントに注記)	穴	next/ui/motolii-inspector-pane/src/transform.rs:98 ※過積載(1021行)
A03	314	Timeline rail Solo(S glyph)	乗っていない	`LayerAttrs.solo: bool`(`next/core/motolii-store/src/attrs.rs:101-107`「描画に効く」と明記)。出力に現れるのに `Intent::SetAttrs` 経由の静止フィールドで track 無し。Inspector 側には対応 glyph 自体が無い(GESTURES.md §7 既知)ので Timeline rail が唯一の入口	穴	next/core/motolii-store/src/attrs.rs:107
A03	873	Timeline rail Locked(L glyph)	乗るべきでない	`LayerAttrs.locked: bool`(`attrs.rs:108-114`「描画には無関係。効くのは書き口」と明記)。出力に現れないので裁定214境界の外	-	-
A03	-	Clip 開始(placement、`LayerTiming.start`)	乗るべきでない	`next/core/motolii-store/src/lib.rs:304`。軸自身の座標(clipがどこに置かれるか)であって「時刻tでの値」ではない — キーフレーム化は円環になる。裁定214の識別/性質二分法には無い第3カテゴリ(迷った判断、RETURN参照)	-	-
A03	-	Clip 尺(`LayerTiming.duration`)	乗るべきでない	`lib.rs:306`。同上、軸座標	-	-
A03	-	Clip source_in(`LayerTiming.source_in`)	乗るべきでない	`lib.rs:308`。同上、軸座標(素材側の読み出し開始点)	-	-
A03	-	Marker 名(`Marker.name`)	乗るべきでない	`next/core/motolii-store/src/marker.rs:22`。識別ラベル、出力に現れない	-	-
A03	-	Marker 時刻(`Marker.time`)	乗るべきでない	`marker.rs:24`。軸座標そのもの(clip開始と同型の第3カテゴリ)、マーカーは合成されないので出力にも現れない	-	-
A03	-	Marker 尺(`Marker.duration`)	乗るべきでない	`marker.rs:26`。同上	-	-
A03	-	作業範囲(Loop帯)In/Out	乗るべきでない	`next/ui/motolii-timeline-pane/src/work_area.rs:27` の `WorkArea`。`write.rs::work_area()` doc「こちらは Document でないので preview と確定の区別自体が無い」— pane-local UI state で Document を経由しない。出力(export)に現れない	-	-
A03	-	ループ on/off(`loop_enabled`)	乗るべきでない	`write.rs::loop_enabled()`。同上、pane-local。プレビュー挙動のみで export に現れない	-	-
A03	-	Playhead 位置	乗るべきでない	Session(裁定46/107、undo対象外と同格)。軸そのものの現在位置であって軸に乗る値ではない	-	-
A03	1157	AutoSave interval_secs/generations	乗るべきでない	`AutoSaveConfig`(`next/ui/motolii-settings-pane/src/sections.rs` doc「Document/Intentを経由しないshell-local」)。出力に現れない機構設定	-	-
A03	1157	AutoSave 有効/無効(`Message::AutoSaveToggle`)	乗るべきでない	同上、shell-local bool	-	-
A03	658	Composition Width/Height(`Composition.width/height`)	乗るべきでない	`next/core/motolii-store/src/lib.rs:260-261`。comp自身の座標系を定義する軸パラメータ(第3カテゴリ、clip開始と同根)— 途中でcanvasサイズが変わるという概念が4製品どこにも無い	-	-
A03	658	Composition FPS(`Composition.fps`)	乗るべきでない	`lib.rs:262`。RationalTimeの時間基底そのもの — 軸を評価する対象ではなく軸の定義	-	-
A03	658	Composition Duration(尺、`duration_frames`)	乗るべきでない	`lib.rs:264`。軸の全長そのもの、clip尺/marker尺と同じ第3カテゴリ	-	-
A03	-	Composition Background(`Composition.background`)	乗るべきでない	`lib.rs:265-273` doc「静的値でキーフレーム化しない — 動く背景は層でやる(裁定20の精神)」。既存裁定による意図的除外(出力に現れるが明示的に非対象)	-	-
A03	-	ui_scale(Settings APPEARANCE)	乗るべきでない	`motolii_tokens_rs::Tokens::ui_scale`。UI密度設定、出力(export)に現れない	-	-
A03	-	Asset 名/path(Browser `AssetListItem.name/path`)	乗るべきでない	`next/ui/motolii-browser-pane/src/model.rs:28,32`。識別子、出力に現れない	-	-
A03	-	Asset duration(Browser `AssetListItem.duration: Option<RationalTime>`)	乗るべきでない	`model.rs:38`。素材ファイル自身の固有長(ファイルを記述する値であって、コンポジション内で時刻ごとに変わる値ではない)— フォントpathと同格の identity 側	-	-
A03	-	PreviewCard 名/tags(Browser Createタブのカタログ)	乗るべきでない	`model.rs:402-416`。静的カタログメタデータ、Documentですらない	-	-
A03	-	Stage ViewTab(Camera/UserView)	乗るべきでない	`next/ui/motolii-stage-pane/src/viewer_bar.rs:125-134`。ビューア専用状態、出力(export)に現れない	-	-
A03	1467	Stage ResolutionCap(プレビュー解像度上限)	乗るべきでない	`viewer_bar.rs:175`。プレビュー専用、exportに現れない	-	-
A03	413	Stage ChannelDisplay(RGB/Alpha表示)	乗るべきでない	`viewer_bar.rs:241`。診断表示、exportに現れない	-	-
A03	-	Stage Checkerboard toggle	乗るべきでない	`viewer_bar.rs:188` doc「d住所(Viewer/表示)」。表示専用	-	-
A03	1441	Stage ObservationCamera(pan/zoom、viewport ナビゲーション)	乗るべきでない	`next/ui/motolii-stage-pane/src/zoom.rs:115,179,218,245`。viewportを見る側のカメラであって、Document内の実カメラlayer(CameraProjection、既存の裁定214対象)とは別物。出力に現れない(Session同格)	-	-
